FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,UTILIIZA_PRICE,UTILIIZA_CHRGE_PD,OFFM_TY,ACMD_NMPR_CO,MON_OPER_TIME,TUES_OPER_TIME,WED_OPER_TIME,THUR_OPER_TIME,FRI_OPER_TIME,SAT_OPER_TIME,SUN_OPER_TIME,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT,WRHS_HOLD_AT,LAST_UPDT_DE
[GARAGE 구리] 2인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
[GARAGE 구리] 3인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
[GARAGE 구리] 4인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
[GARAGE 구리] 5인 사무실,경기도,구리시,수택동,,526-4 번지,검배로,7 번,37.6004001,127.1419304,11929,경기도 구리시 검배로 7,경기도 구리시 수택동 526-4,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
[GARAGE강남점]2인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,06234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
[GARAGE강남점]3인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,06234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
[GARAGE강남점]4인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,06234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
[GARAGE강남점]5인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,06234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
[GARAGE강남점]6인독립오피스,서울특별시,강남구,역삼동,,823-22 번지,테헤란로,128 번,37.49912979,127.0325908,06234,서울특별시 강남구 테헤란로 128,서울특별시 강남구 역삼동 823-22,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
[GARAGE교대] 2인실,서울특별시,서초구,서초동,,1665-17 번지,서초중앙로18길,31 번,37.49164232,127.0160028,06634,서울특별시 서초구 서초중앙로18길 31,서울특별시 서초구 서초동 1665-17,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,20221116
[GARAGE교대] 4인실,서울특별시,서초구,서초동,,1665-17 번지,서초중앙로18길,31 번,37.49164232,127.0160028,06634,서울특별시 서초구 서초중앙로18길 31,서울특별시 서초구 서초동 1665-17,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,20221116
[GARAGE대전]1인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,20221116
[GARAGE대전]2인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,20221116
[GARAGE대전]3인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,20221116
[GARAGE대전]4인독립오피스,대전광역시,서구,만년동,,386 번지,둔산대로117번길,66 번,36.36800006,127.3825816,35203,대전광역시 서구 둔산대로117번길 66,대전광역시 서구 만년동 386,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,20221116
[GARAGE선정릉]3인독립오피스,서울특별시,강남구,삼성동,,112 번지,선릉로,578 번,37.51009721,127.0441581,06153,서울특별시 강남구 선릉로 578,서울특별시 강남구 삼성동 112,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
[GARAGE약수] 2인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,04607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,20221116
[GARAGE약수] 3인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,04607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,20221116
[GARAGE약수]4-5인 사무실,서울특별시,중구,신당동,,424-7 번지,동호로14길,19 번,37.55654726,127.0106962,04607,서울특별시 중구 동호로14길 19,서울특별시 중구 신당동 424-7,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,20221116
0.9M 쥬디스태화점 1인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,20221116
0.9M 쥬디스태화점 2인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
0.9M 쥬디스태화점 3인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,20221116
0.9M 쥬디스태화점 4인독립,부산광역시,부산진구,부전동,,192-2 번지,중앙대로,694 번,35.15472735,129.0596224,47295,부산광역시 부산진구 중앙대로 694,부산광역시 부산진구 부전동 192-2,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,20221116
"1,3인실 소호사무실 디오빌오피스",서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
102스타트업 프라이빗 1인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
102스타트업 프라이빗 3인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
102스타트업 프라이빗2인실,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
102스타트업 프라이빗2인실 내측,경기도,고양시 일산동구,백석동,,1288-2 번지,중앙로,1080 번,37.64563853,126.7852311,10447,경기도 고양시 일산동구 중앙로 1080,경기도 고양시 일산동구 백석동 1288-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
1인 독립사무실 가온비즈니스센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,07223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,20221116
1인가산소호사무실 114소호사무실,서울특별시,금천구,가산동,,371-16 번지,가산디지털1로,137 번,37.47765869,126.8819304,08506,서울특별시 금천구 가산디지털1로 137,서울특별시 금천구 가산동 371-16,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,20221116
1인실 독립오피스 디오빌오피스_기본사용,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
"1인실 독립오피스,디오빌오피스_1개월(내측)",서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
1인영등포소호사무실114소호사무실,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,07271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
2인 독립실 가온비즈니센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,07223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,20221116
2인 사무실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43999291,126.6783563,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,20221116
2인실 독립오피스 디오빌오피스,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
3인 독립실 가온비즈니스센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,07223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,N,20221116
3인 사무실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43999291,126.6783563,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,20221116
3인실 독립오피스 디오빌오피스,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
가몽스페이스,경기도,안양시 만안구,안양동,,533-11 번지,만안로,31-13 번,37.38602481,126.9338635,14035,경기도 안양시 만안구 만안로 31-13,경기도 안양시 만안구 안양동 533-11,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,20221116
가몽스페이스 304호,경기도,안양시 만안구,안양동,,533-11 번지,만안로,31-13 번,37.38602481,126.9338635,14035,경기도 안양시 만안구 만안로 31-13,경기도 안양시 만안구 안양동 533-11,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,20221116
가산 비상주사업자등록 114소호,서울특별시,구로구,구로동,,197-28 번지,디지털로31길,41 번,37.4851718,126.8927513,08375,서울특별시 구로구 디지털로31길 41,서울특별시 구로구 구로동 197-28,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
가산 창업공간비아 6인독립사무실,서울특별시,금천구,가산동,,673 번지,가산디지털1로,16 번,37.46761023,126.8880861,08591,서울특별시 금천구 가산디지털1로 16,서울특별시 금천구 가산동 673,,월,독립오피스,6,07:00 ~ 24:00,07:00 ~ 24:00,07:00 ~ 24:00,07:00 ~ 24:00,07:00 ~ 24:00,07:00 ~ 24:00,07:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
가산공유오피스 114소호사무실,서울특별시,금천구,가산동,,371-16 번지,가산디지털1로,137 번,37.47765869,126.8819304,08506,서울특별시 금천구 가산디지털1로 137,서울특별시 금천구 가산동 371-16,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,20221116
가산디지털단지역 스카이엠비즈1인실,서울특별시,금천구,가산동,,60-15 번지,벚꽃로,286 번,37.48035712,126.8841972,08511,서울특별시 금천구 벚꽃로 286,서울특별시 금천구 가산동 60-15,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,20221116
가산디지털단지역 스카이엠비즈2인실,서울특별시,금천구,가산동,,60-15 번지,벚꽃로,286 번,37.48035712,126.8841972,08511,서울특별시 금천구 벚꽃로 286,서울특별시 금천구 가산동 60-15,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,20221116
가산비상주사무실 114소호 A,서울특별시,금천구,가산동,,371-16 번지,가산디지털1로,137 번,37.47765869,126.8819304,08506,서울특별시 금천구 가산디지털1로 137,서울특별시 금천구 가산동 371-16,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
가산비상주소호사무실 114소호 B,서울특별시,금천구,가산동,,371-16 번지,가산디지털1로,137 번,37.47765869,126.8819304,08506,서울특별시 금천구 가산디지털1로 137,서울특별시 금천구 가산동 371-16,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
"가성비,효율성 좋은 2인 사무실",인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43995907,126.6783681,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,20221116
강남 2인실 [테헤란센터],서울특별시,강남구,대치동,,955 번지,삼성로82길,20 번,37.50522756,127.0593515,06184,서울특별시 강남구 삼성로82길 20,서울특별시 강남구 대치동 955,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,20221116
강남 공유오피스 유니언워크 1인실,서울특별시,강남구,역삼동,,649 번지,강남대로94길,28 번,37.49962514,127.0295903,06134,서울특별시 강남구 강남대로94길 28,서울특별시 강남구 역삼동 649,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
